name;level;type;ritual;casting_time;casting_time_comment;range;components;components_comment;duration;duration_comment;discription
Suggestion;2;enchantment;-; 1  action ;-;30 feet;V,M;(a snakes tongue and either a bit ofhoneycom b or a drop o f sweet oil;concentration; up to 8 hours;You suggest a course of activity (limited to a sentence You suggest a course of activity (limited to a sentence or two) and magically influence a creature you can see within range that can hear and understand you. Creatures that cant be charm ed are immune to this effect. The suggestion must be w orded in such a manner as to make the course of action sound reasonable. Asking the creature to stab itself, throw itself onto a spear, immolate itself, or do som e other obviously harmful act ends the spell.The target must make a W isdom  saving throw. On a failed save, it pursues the course of action you described to the best of its ability. The suggested course of action can continue for the entire duration. If the suggested activity can be completed in a shorter time, the spell ends when the subject finishes what it was asked to do.You can also specify conditions that will trigger a special activity during the duration. For example, you might suggest that a knight give her warhorse to the first beggar she meets. If the condition isnt met before the spell expires, the activity isnt performed.If you or any of your com panions damage the target, the spell ends.
Sunbeam;6;evocation;-; 1  action ;-;self;V,S,M;(a magnifying glass;1 minutes;-;A  beam  of brilliant light flashes out from your hand A  beam  of brilliant light flashes out from your hand in a 5-foot-wide, 60-foot-long line. Each creature in the line must make a Constitution saving throw. On a failed save, a creature takes 6d8 radiant damage and is blinded until your next turn. On a successful save, it takes half as much damage and isnt blinded by this spell. Undead and oozes have disadvantage on this saving throw.You can create a new line of radiance as your action on any turn until the spell ends.For the duration, a mote of brilliant radiance shines in your hand. It sheds bright light in a 30-foot radius and dim light for an additional 30 feet. This light is sunlight.
Sunburst;8;evocation;-; 1  action ;-; 150 feet;V,S,M;(fire and a piece of sunstone;instant;-;Brilliant sunlight flashes in a 60-foot radius centered Brilliant sunlight flashes in a 60-foot radius centered on a point you choose within range. Each creature in that light must make a Constitution saving throw. On a failed save, a creature takes 12d6 radiant damage and is blinded for 1  minute. On a successful save, it takes half as much damage and isnt blinded by this spell. Undead and oozes have disadvantage on this saving throw.A creature blinded by this spell makes another Constitution saving throw at the end of each of its turns. On a successful save, it is no longer blinded.This spell dispels any darkness in its area that was created by a spell.
Swift  Quiver;5;transmutation;-;1 bonus action;-;touch;V,S,M;(a quiver containing at least onepiece of ammunition;1 minutes;-;You transmute your quiver so it produces an endless supply of nonm agical ammunition, which seem s to leap into your hand when you reach for it.On each of your turns until the spell ends, you can use a bonus action to make two attacks with a weapon that uses ammunition from the quiver. Each time you make such a ranged attack, your quiver magically replaces the piece of ammunition you used with a similar piece of nonm agical ammunition. Any pieces of ammunition created by this spell disintegrate when the spell ends. If the quiver leaves your possession, the spell ends.
Symbol;7;abjuration;-;1 minute;-;touch;V,S,M;(mercury, phosphorus, andpowdered diamond and opal with a total value of atleast  1,000 gp, which the spell consum es;Until dispelled or triggered;-;W hen you cast this spell, you inscribe a harmful glyph W hen you cast this spell, you inscribe a harmful glyph either on a surface (such as a section of floor, a wall, or a table) or within an object that can be closed to conceal the glyph (such as a book, a scroll, or a treasure chest).If you choose a surface, the glyph can cover an area of the surface no larger than 10 feet in diameter. If you choose an object, that object must remain in its place if the object is moved m ore than  10 feet from where you cast this spell, the glyph is broken, and the spell ends without being triggered.The glyph is nearly invisible, requiring an Intelligence (Investigation) check against your spell save DC to find it.You decide what triggers the glyph when you cast the spell. For glyphs inscribed on a surface, the most typical triggers include touching or stepping on the glyph, removing another object covering it, approaching within a certain distance of it, or manipulating the object that holds it. For glyphs inscribed within an object, the most com m on triggers are opening the object, approaching within a certain distance of it, or seeing or reading the glyph.You can further refine the trigger so the spell is activated only under certain circum stances or according to a creatures physical characteristics (such as height or weight), or physical kind (for example, the ward could be set to affect hags or shapechangers). You can also specify creatures that dont trigger the glyph, such as those who say a certain password.W hen you inscribe the glyph, choose one of the options below  for its effect. Once triggered, the glyph glows, filling a 60-foot-radius sphere with dim light for  10 minutes, after which time the spell ends. Each creature in the sphere when the glyph activates is targeted by its effect, as is a creature that enters the sphere for the first time on a turn or ends its turn there.Death. Each target must make a Constitution saving throw, taking 10d 10 necrotic damage on a failed save, or half as much damage on a successful save.Discord. Each target must make a Constitution saving throw. On a failed save, a target bickers and argues with other creatures for 1  minute. During this time,it is incapable o f meaningful com m unication and has disadvantage on attack rolls and ability checks.Fear. Each target must make a W isdom  saving throw and becom es frightened for 1  minute on a failed save. W hile frightened, the target drops whatever it is holding and must move at least 30 feet away from the glyph on each of its turns, if able.H opelessness. Each target must make a Charisma saving throw. On a failed save, the target is overwhelmed with despair for  1  minute. During this time, it cant attack or target any creature with harmful abilities, spells, or other magical effects.Insanity. Each target must make an Intelligence saving throw. On a failed save, the target is driven insane for1  minute. An insane creature cant take actions, cant understand what other creatures say, cant read, and speaks only in gibberish. The DM controls its movement, which is erratic.Pain. Each target must make a Constitution saving throw and becom es incapacitated with excruciating pain for  1  minute on a failed save.Sleep. Each target must make a W isdom  saving throw and falls unconscious for  10 minutes on a failed save. A creature awakens if it takes damage or if som eone uses an action to shake or slap it awake.Stunning.  Each target must make a W isdom  saving throw and becom es stunned for 1  minute on a failed save.
Tashas Hideous  Laughter;1;enchantment;-; 1  action ;-;30 feet;V,S,M;(tiny tarts and a feather that iswaved in the air;1 minutes;-;A creature of your choice that you can see within range A creature of your choice that you can see within range perceives everything as hilariously funny and falls into fits of laughter if this spell affects it. The target must succeed on a W isdom  saving throw or fall prone, becom ing incapacitated and unable to stand up for the duration. A creature with an Intelligence score of 4 or less isnt affected.At the end of each of its turns, and each time it takes damage, the target can make another W isdom  saving throw. The target has advantage on the saving throw if its triggered by damage. On a success, the spell ends.
Telekinesis;5;transmutation;-; 1  action ;-;60 feet;V,S;-;concentration; up to  10 minutes;You gain the ability to move or manipulate creatures You gain the ability to move or manipulate creatures or objects by thought. W hen you cast the spell, and as your action each round for the duration, you can exert your will on one creature or object that you can see within range, causing the appropriate effect below. You can affect the same target round after round, or choose a new one at any time. If you switch targets, the prior target is no longer affected by the spell.Creature. You can try to move a Huge or smaller creature. Make an ability check with your spellcasting ability contested by the creatures Strength check. If you win the contest, you move the creature up to 30 feet in any direction, including upward but not beyond the range of this spell. Until the end of your next turn, the creature is restrained in your telekinetic grip. A creature lifted upward is suspended in mid-air.On subsequent rounds, you can use your action to attempt to maintain your telekinetic grip on the creature by repeating the contest.Object. You can try to move an object that weighs up to  1,000 pounds. If the object isnt being worn or carried, you automatically move it up to 30 feet in any direction, but not beyond the range of this spell.If the object is w orn or carried by a creature, you must make an ability check with your spellcasting ability contested by that creatures Strength check. If you succeed, you pull the object away from that creature and can move it up to 30 feet in any direction but not beyond the range of this spell.You can exert fine control on objects with your telekinetic grip, such as manipulating a simple tool, opening a door or a container, stowing or retrieving an item from an open container, or pouring the contents from a vial.
Telepathy;8;evocation;-; 1  action ;-;Unlimited;V,S,M;(a pair of linked silver rings;24 hours;-;You create a telepathic link between yourself and You create a telepathic link between yourself and a willing creature with which you are familiar. The creature can be anywhere on the same plane of existence as you. The spell ends if you or the target are no longer on the sam e plane.Until the spell ends, you and the target can instantaneously share words, images, sounds, and other sensory m essages with one another through the link, and the target recognizes you as the creature it is com m unicating with. The spell enables a creature with an Intelligence score of at least  1  to understand the meaning of your words and take in the scope of any sensory m essages you send to it.
Teleport;7;conjuration;-; 1  action ;-; 10 feet;V;-;instant;-;This spell instantly transports you and up to eight This spell instantly transports you and up to eight willing creatures of your choice that you can see within range, or a single object that you can see within range, to a destination you select. If you target an object, it must be able to fit entirely inside a  10-foot cube, and it cant be held or carried by an unwilling creature.The destination you choose must be known to you, and it must be on the same plane of existence asyou. Your familiarity with the destination determines whether you arrive there successfully. The DM rolls d 100 and consults the table.MishapFamiliarityPermanent circle Associated object Very familiarSeen casuallyViewed onceDescriptionFalse destination01-0501-3301-4301-4301-50O ffTargetSimilarArea06-1334-4344-5344-5351-100 14-2444-5354-7354-73OnTarget01-10001-10025-10054-10074-10074-100Familiarity.  “Permanent circle” means a permanent teleportation circle w hose sigil sequence you know. “Associated object” means that you possess an object taken from the desired destination within the last six months, such as a book from a wizards library, bed linen from a royal suite, or a chunk of marble from a lichs secret tomb.“Very familiar” is a place you have been very often, a place you have carefully studied, or a place you can see when you cast the spell. “Seen casually” is som eplace you have seen m ore than once but with which you arent very familiar. “Viewed once” is a place you have seen once, possibly using magic. “Description” is a place w hose location and appearance you know through som eone elses description, perhaps from a map.“False destination” is a place that doesnt exist. Perhaps you tried to scry an enemys sanctum but instead viewed an illusion, or you are attempting to teleport to a familiar location that no longer exists.On Target. You and your group (or the target object) appear where you want to.O ff Target. You and your group (or the target object) appear a random distance away from  the destination in a random direction. Distance off target is  1d10 x 1d10 percent of the distance that was to be traveled.For example, if you tried to travel  120 miles, landed off target, and rolled a 5 and 3 on the two d 10s, then you would be off target by 15 percent, or 18 miles. The DM determines the direction off target randomly by rolling a d8 and designating 1  as north, 2 as northeast, 3 as east, and so on around the points of the com pass. If you were teleporting to a coastal city and w ound up  18 m iles out at sea, you could be in trouble.Similar Area. You and your group (or the target object) wind up in a different area thats visually or thematically similar to the target area. If you are heading for your hom e laboratory, for example, you might wind up in another w izards laboratory or in an alchemical supply shop that has many of the same tools and implements as your laboratory. Generally, you appear in the closest similar place, but since the spell has no range limit, you could conceivably wind up anywhere on the plane.Mishap.  The spells unpredictable magic results in a difficult journey. Each teleporting creature (or the target object) takes 3d10 force damage, and the DM rerolls onthe table to see where you wind up (multiple mishaps can occur, dealing damage each time).
Teleportation  Circle;5;conjuration;-;1 minute;-; 10 feet;V,M;(rare chalks and inks infused withprecious gems with 50 gp, which the spell consum es;1 round;-;As you cast the spell, you draw a  10-foot-diameter As you cast the spell, you draw a  10-foot-diameter circle on the ground inscribed with sigils that link your location to a permanent teleportation circle of your choice w hose sigil sequence you know and that is on the sam e plane of existence as you. A shimmering portal opens within the circle you drew and remains open until the end of your next turn. Any creature that enters the portal instantly appears within 5 feet of the destination circle or in the nearest unoccupied space if that space is occupied.Many major temples, guilds, and other important places have permanent teleportation circles inscribed som ewhere within their confines. Each such circle includes a unique sigil sequencea string of magical runes arranged in a particular pattern. W hen you first gain the ability to cast this spell, you learn the sigil sequences for two destinations on the Material Plane, determined by the DM. You can learn additional sigil sequences during your adventures. You can commit a new sigil sequence to m em ory after studying it for  1 minute.You can create a permanent teleportation circle by casting this spell in the same location every day for one year. You need not use the circle to teleport when you cast the spell in this way.
Tensers Floating Disk;1;conjuration;True; 1  action ;-;30 feet;V,S,M;(a drop of mercury;1 hour;-;This spell creates a circular, horizontal plane of force,This spell creates a circular, horizontal plane of force,3  feet in diameter and 1 inch thick, that floats 3 feet above the ground in an unoccupied space of your choice that you can see within range. The disk remains for the duration, and can hold up to 500 pounds. If m ore weight is placed on it, the spell ends, and everything on the disk falls to the ground.The disk is im m obile while you are within 20 feet of it. If you move m ore than 20 feet away from it, the disk follows you so that it remains within 20 feet of you. It can move across uneven terrain, up or down stairs, slopes and the like, but it cant cross an elevation change of 10 feet or more. For example, the disk cant move across a  10-foot-deep pit, nor could it leave such a pit if it was created at the bottom.If you move m ore than  100 feet from the disk (typically because it cant move around an obstacle to follow you), the spell ends.
Thaumaturgy;0;transmutation;-; 1  action ;-;30 feet;V;-;1 minutes;-;You manifest a minor wonder, a sign of supernatural You manifest a minor wonder, a sign of supernatural power, within range. You create one of the following magical effects within range:•  Your voice boom s up to three times as loud as normal •  You cause flames to flicker, brighten, dim, or change •  You cause harm less tremors in the ground for 1 for 1  minute.color for 1  minute.minute.•  You create an instantaneous sound that originates from a point of your choice within range, such as a rumble of thunder, the cry o f a raven, or om inous whispers.•  You instantaneously cause an unlocked door or w in­dow to fly open or slam shut.•  You alter the appearance of your eyes for 1  minute.If you cast this spell multiple times, you can have up to three of its  1-minute effects active at a time, and you can dismiss such an effect as an action.
Thorn Whip;0;transmutation;-; 1  action ;-;30 feet;V,S,M;(the stem o f a plant with thorns;instant;-;You create a long, vine-like whip covered in thorns that You create a long, vine-like whip covered in thorns that lashes out at your com m and toward a creature in range. Make a melee spell attack against the target. If the attack hits, the creature takes  1d6 piercing damage, and if the creature is Large or smaller, you pull the creature up to  10 feet closer to you.This spells damage increases by 1d6 w hen you reach 5th level (2d6),  11th level (3d6), and  17th level (4d6).
Thunderous Smite;1;evocation;-;1 bonus action;-;self;V;-;1 minutes;-;The first time you hit with a melee weapon attack The first time you hit with a melee weapon attack during this spells duration, your w eapon rings with thunder that is audible within 300 feet o f you, and the attack deals an extra 2d6 thunder damage to the target. Additionally, if the target is a creature, it must succeed on a Strength saving throw or be pushed 10 feet away from  you and knocked prone.
Thunderwave;1;evocation;-; 1  action ;-;self;V,S;-;instant;-;A wave of thunderous force sw eeps out from you. Each A wave of thunderous force sw eeps out from you. Each creature in a  15-foot cube originating from you must make a Constitution saving throw. On a failed save, a creature takes 2d8 thunder damage and is pushed 10 feet away from you. On a successful save, the creature takes half as much damage and isnt pushed.In addition, unsecured objects that are completely within the area of effect are automatically pushed 10 feet away from you by the spells effect, and the spell emits a thunderous boom  audible out to 300 feet.A t Higher Levels. W hen you cast this spell using a spell slot of 2nd level or higher, the damage increases by 1d8 for each slot level above  1st.
Time  Stop;9;transmutation;-; 1  action ;-;self;V;-;instant;-;You briefly stop the flow of time for everyone but You briefly stop the flow of time for everyone but yourself. No time passes for other creatures, while you take  1d4 + 1  turns in a row, during which you can use actions and move as normal.This spell ends if one of the actions you use during this period, or any effects that you create during this period, affects a creature other than you or an object being worn or carried by som eone other than you. In addition, the spell ends if you move to a place m ore than1,000 feet from the location where you cast it.
Tongues;3;divination;-; 1  action ;-;touch;V,M;(a small clay m odel of a ziggurat;1 hour;-;This spell grants the creature you touch the ability to This spell grants the creature you touch the ability to understand any spoken language it hears. Moreover, when the target speaks, any creature that knows at least one language and can hear the target understands what it says.
Transport via Plants;6;conjuration;-; 1  action ;-; 10 feet;V,S;-;1 round;-;This spell creates a magical link between a Large or This spell creates a magical link between a Large or larger inanimate plant within range and another plant, at any distance, on the sam e plane of existence. You must have seen or touched the destination plant at least once before. For the duration, any creature can step into the target plant and exit from the destination plant by using 5 feet of movement.
Tree  Stride;5;conjuration;-; 1  action ;-;self;V,S;-;1 minutes;-;You gain the ability to enter a tree and move from inside You gain the ability to enter a tree and move from inside it to inside another tree of the sam e kind within 500 feet. Both trees must be living and at least the sam e size as you. You must use 5 feet of movement to enter a tree. You instantly know the location of all other trees o f the sam e kind within 500 feet and, as part of the move used to enter the tree, can either pass into one of those trees or step out o f the tree youre in. You appear in a spot of your choice within 5 feet of the destination tree, using another 5 feet of movement. If you have no movement left, you appear within 5 feet of the tree you entered.You can use this transportation ability once per round for the duration. You must end each turn outside a tree.
True  Strike;0;divination;-; 1  action ;-;30 feet;S;-;1 round;-;You extend your hand and point a finger at a target in You extend your hand and point a finger at a target in range. Your magic grants you a brief insight into thetargets defenses. On your next turn, you gain advantage on your first attack roll against the target, provided that this spell hasnt ended.
True Polymorph;9;transmutation;-; 1  action ;-;30 feet;V,S,M;(a drop of mercury, a dollop ofgum arabic, and a wisp of smoke;1 hour;-;C hoose one creature or nonm agical object that you C hoose one creature or nonm agical object that you can see within range. You transform the creature into a different creature, the creature into an object, or the object into a creature (the object must be neither worn nor carried by another creature). The transformation lasts for the duration, or until the target drops to 0 hit points or dies. If you concentrate on this spell for the full duration, the transformation becom es permanent.Shapechangers arent affected by this spell. An unwilling creature can make a W isdom  saving throw, and if it succeeds, it isnt affected by this spell.Creature into Creature. If you turn a creature into another kind of creature, the new form can be any kind you choose w hose challenge rating is equal to or less than the targets (or its level, if the target doesnt have a challenge rating). The targets game statistics, including mental ability scores, are replaced by the statistics of the new form. It retains its alignment and personality.The target assum es the hit points of its new form, and when it reverts to its normal form, the creature returns to the number of hit points it had before it transformed. If it reverts as a result of dropping to0 hit points, any excess damage carries over to its normal form. As long as the excess damage doesnt reduce the creatures normal form to 0 hit points, it isnt knocked unconscious.The creature is limited in the actions it can perform  by the nature of its new form, and it cant speak, cast spells, or take any other action that requires hands or speech unless its new form is capable of such actions.The targets gear melds into the new form. The creature cant activate, use, wield, or otherwise benefit from any of its equipment.Object into Creature. You can turn an object into any kind of creature, as long as the creatures size is no larger than the objects size and the creatures challenge rating is 9 or lower. The creature is friendly to you and your com panions. It acts on each of your turns. You decide what action it takes and how it moves. The DM has the creatures statistics and resolves all of its actions and movement.If the spell becom es permanent, you no longer control the creature. It might remain friendly to you, depending on how  you have treated it.Creature into Object. If you turn a creature into an object, it transforms along with whatever it is wearing and carrying into that form. The creatures statistics becom e those of the object, and the creature has no m em ory o f time spent in this form, after the spell ends and it returns to its normal form.
True Resurrection;9;necromancy;-;1 hour;-;touch;V,S,M;(a sprinkle of holy water anddiam onds worth at least 25,000 gp, which thespell consum es;instant;-;You touch a creature that has been dead for no longer You touch a creature that has been dead for no longer than 200 years and that died for any reason except old age. If the creatures soul is free and willing, the creature is restored to life with all its hit points.This spell closes all wounds, neutralizes any poison, cures all diseases, and lifts any curses affecting the creature when it died. The spell replaces damaged or m issing organs and limbs.The spell can even provide a new body if the original no longer exists, in which case you must speak the creatures name. The creature then appears in an unoccupied space you choose within  10 feet of you.
True Seeing;6;divination;-; 1  action ;-;touch;V,S,M;(an ointment for the eyes thatcosts 25 gp is made from m ushroom  powder, saffron,and fat and is consum ed by the spell;1 hour;-;This spell gives the willing creature you touch the ability This spell gives the willing creature you touch the ability to see things as they actually are. For the duration, the creature has truesight, notices secret doors hidden by magic, and can see into the Ethereal Plane, all out to a range of 120 feet.
Tsunami;8;conjuration;-;1 minute;-;sight;V,S;-;concentration; up to 6 rounds;A wall of water springs into existence at a point you A wall of water springs into existence at a point you choose within range. You can make the wall up to 300 feet long, 300 feet high, and 50 feet thick. The wall lasts for the duration.W hen the wall appears, each creature within its area must make a Strength saving throw. On a failed save, a creature takes 6d10 bludgeoning damage, or half as much damage on a successful save.At the start of each of your turns after the wall appears, the wall, along with any creatures in it, m oves 50 feet away from  you. Any Huge or smaller creature inside the wall or w hose space the wall enters when it m oves must succeed on a Strength saving throw or take 5 d10 bludgeoning damage. A creature can take this damage only once per round. At the end of the turn, the walls height is reduced by 50 feet, and the damage creatures take from the spell on subsequent rounds is reduced by 1d10. W hen the wall reaches 0 feet in height, the spell ends.A creature caught in the wall can move by swimming. Because of the force of the wave, though, the creature must make a successful Strength (Athletics) check against your spell save DC in order to move at all. If it fails the check, it cant move. A creature that m oves out of the area falls to the ground.
Unseen Servant;1;conjuration;True; 1  action ;-;60 feet;V,S,M;(a piece of string anda bit of w ood;1 hour;-;This spell creates an invisible, mindless, shapeless This spell creates an invisible, mindless, shapeless force that perform s simple tasks at your com m and until the spell ends. The servant springs into existence in an unoccupied space on the ground within range. It has AC 10,  1  hit point, and a Strength of 2, and it cant attack. If it drops to 0 hit points, the spell ends.Once on each of your turns as a bonus action, you can mentally com m and the servant to move up to  15 feet and interact with an object. The servant can perform  simple tasks that a human servant could do, such as fetching things, cleaning, mending, folding clothes, lighting fires, serving food, and pouring wine. Once you give the com m and, the servant perform s the task to the best of its ability until it com pletes the task, then waits for your next command.If you com m and the servant to perform a task that would move it m ore than 60 feet away from you, the spell ends.
Vampiric Touch;3;necromancy;-; 1  action ;-;self;V,S;-;1 minutes;-;The touch of your shadow-wreathed hand can siphon life The touch of your shadow-wreathed hand can siphon life force from others to heal your wounds. Make a melee spell attack against a creature within your reach. On a hit, the target takes 3d6 necrotic damage, and you regain hit points equal to half the amount of necrotic damage dealt. Until the spell ends, you can make the attack again on each of your turns as an action.At Higher Levels. W hen you cast this spell using a spell slot of 4th level or higher, the damage increases by 1d6 for each slot level above 3rd.
Vicious  Mockery;0;enchantment;-; 1  action ;-;60 feet;V;-;instant;-;You unleash a string of insults laced with subtle You unleash a string of insults laced with subtle enchantments at a creature you can see within range. If the target can hear you (though it need not understand you), it must succeed on a W isdom  saving throw or take 1d4 psychic damage and have disadvantage on the next attack roll it makes before the end o f its next turn.This spells damage increases by 1d4 when you reach 5th level (2d4),  11th level (3d4), and  17th level (4d4).
Wall  of  Fire;4;evocation;-; 1  action ;-; 120 feet;V,S,M;(a small piece of phosphorus;1 minutes;-;You create a wall of fire on a solid surface within You create a wall of fire on a solid surface within range. You can make the wall up to 60 feet long, 20 feet high, and  1  foot thick, or a ringed wall up to 20 feet in diameter, 20 feet high, and  1  foot thick. The wall is opaque and lasts for the duration.When the wall appears, each creature within its area must make a Dexterity saving throw. On a failed save, a creature takes 5d8 fire damage, or half as much damage on a successful save.One side of the wall, selected by you when you cast this spell, deals 5d8 fire damage to each creature that ends its turn within  10 feet of that side or inside the wall. A creature takes the same damage when it enters the wall for the first time on a turn or ends its turn there. The other side o f the wall deals no damage.At Higher Levels. W hen you cast this spell using a spell slot of 5th level or higher, the damage increases by 1d8 for each slot level above 4th.
Wall  of  Stone;5;evocation;-; 1  action ;-; 120 feet;V,S,M;(a small block of granite;concentration; up to  10 minutes;A nonm agical wall of solid stone springs into existence A nonm agical wall of solid stone springs into existence at a point you choose within range. The wall is 6 inches thick and is com posed of ten  10-foot-by-10-foot panels. Each panel must be contiguous with at least one other panel. Alternatively, you can create  10-foot-by-20-foot panels that are only 3 inches thick.If the wall cuts through a creatures space when it appears, the creature is pushed to one side of the wall (your choice). If a creature would be surrounded on all sides by the wall (or the wall and another solid surface), that creature can make a Dexterity saving throw. On a success, it can use its reaction to move up to its speed so that it is no longer enclosed by the wall.The wall can have any shape you desire, though it cant occupy the same space as a creature or object.The wall doesnt need to be vertical or rest on any firm foundation. It must, however, merge with and be solidly supported by existing stone. Thus, you can use this spell to bridge a chasm or create a ramp.If you create a span greater than 20 feet in length, you must halve the size of each panel to create supports.You can crudely shape the wall to create crenellations, battlements, and so on.The wall is an object made of stone that can be damaged and thus breached. Each panel has AC  15 and 30 hit points per inch of thickness. Reducing a panel to 0 hit points destroys it and might cause connected panels to collapse at the DM s discretion.If you maintain your concentration on this spell for its whole duration, the wall becom es permanent and cant be dispelled. Otherwise, the wall disappears when the spell ends.
Wall of Force;5;evocation;-; 1  action ;-; 120 feet;V,S,M;(a pinch o f powder made bycrushing a clear gemstone;concentration; up to  10 minutes;An invisible wall of force springs into existence at a An invisible wall of force springs into existence at a point you choose within range. The wall appears in any orientation you choose, as a horizontal or vertical barrier or at an angle. It can be free floating or resting on a solid surface. You can form it into a hemispherical dom e or a sphere with a radius of up to  10 feet, or you can shape a flat surface made up of ten  10-foot-by- 10-foot panels. Each panel must be contiguous with another panel. In any form, the wall is  1/4 inch thick.It lasts for the duration. If the wall cuts through a creatures space when it appears, the creature is pushed to one side of the wall (your choice which side).Nothing can physically pass through the wall. It is immune to all damage and cant be dispelled by dispel magic. A disintegrate spell destroys the wall instantly, however. The wall also extends into the Ethereal Plane, blocking ethereal travel through the wall.
Wall of Ice;6;evocation;-; 1  action ;-; 120 feet;V,S,M;(a small piece of quartz;concentration; up to  10 minutes;You create a wall of ice on a solid surface within range. You create a wall of ice on a solid surface within range. You can form it into a hemispherical dom e or a sphere with a radius o f up to  10 feet, or you can shape a flat surface made up of ten  10-foot-square panels. Each panel must be contiguous with another panel. In any form, the wall is  1  foot thick and lasts for the duration.If the wall cuts through a creatures space when it appears, the creature within its area is pushed to one side of the wall and must make a Dexterity saving throw. On a failed save, the creature takes  10d6 cold damage, or half as much damage on a successful save.The wall is an object that can be damaged and thus breached. It has AC  12 and 30 hit points per 10-foot section, and it is vulnerable to fire damage. Reducing a 10-foot section of wall to 0 hit points destroys it and leaves behind a sheet of frigid air in the space the wall occupied. A creature moving through the sheet of frigid air for the first time on a turn must make a Constitution saving throw. That creature takes 5d6 cold damage on a failed save, or half as much damage on a successful one.A t Higher Levels. W hen you cast this spell using a spell slot of 7th level or higher, the damage the wall deals when it appears increases by 2d6, and the damage from passing through the sheet of frigid air increases by 1d6, for each slot level above 6th.
Wall of Thorns;6;conjuration;-; 1  action ;-; 120 feet;V,S,M;(a handful of thorns;concentration; up to  10 minutes;You create a wall of tough, pliable, tangled brush You create a wall of tough, pliable, tangled brush bristling with needle-sharp thorns. The wall appears within range on a solid surface and lasts for the duration. You choose to make the wall up to 60 feet long,  10 feet high, and 5 feet thick or a circle that has a 20-foot diameter and is up to 20 feet high and 5 feet thick. The wall blocks line of sight.W hen the wall appears, each creature within its area must make a Dexterity saving throw. On a failed save, a creature takes 7d8 piercing damage, or half as much damage on a successful save.A creature can move through the wall, albeit slowly and painfully. For every 1  foot a creature m oves through the wall, it must spend 4 feet of movement. Furthermore, the first time a creature enters the wall on a turn or ends its turn there, the creature mustmake a Dexterity saving throw. It takes 7d8 slashing damage on a failed save, or half as much damage on a successful one.A t Higher Levels. W hen you cast this spell using a spell slot of 7th level or higher, both types of damage increase by 1d8 for each slot level above 6th.
Warding Bond;2;abjuration;-; 1  action ;-;touch;V,S,M;(a pair of platinum rings worth atleast 50 gp each, which you and the target must wearfor the duration;1 hour;-;This spell wards a willing creature you touch and This spell wards a willing creature you touch and creates a mystic connection between you and the target until the spell ends. W hile the target is within 60 feet of you, it gains a +1  bonus to AC and saving throws, and it has resistance to all damage. Also, each time it takes damage, you take the sam e amount of damage.The spell ends if you drop to 0 hit points or if you and the target becom e separated by m ore than 60 feet. It also ends if the spell is cast again on either o f the connected creatures. You can also dismiss the spell as an action.
Water Breathing;3;transmutation;True; 1  action ;-;30 feet;V,S,M;(a short reed or piece of straw;24 hours;-;This spell grants up to ten willing creatures you can see This spell grants up to ten willing creatures you can see within range the ability to breathe underwater until the spell ends. Affected creatures also retain their normal m ode of respiration.
Water Walk;3;transmutation;True; 1  action ;-;30 feet;V,S,M;(a piece of cork;1 hour;-;This spell grants the ability to move across any liquid This spell grants the ability to move across any liquid surfacesuch as water, acid, mud, snow, quicksand, or lavaas if it were harm less solid ground (creatures crossing molten lava can still take damage from the heat). Up to ten willing creatures you can see within range gain this ability for the duration.If you target a creature submerged in a liquid, the spell carries the target to the surface of the liquid at a rate of 60 feet per round.
Web;2;conjuration;-; 1  action ;-;60 feet;V,S,M;(a bit o f spiderweb;1 hour;-;You conjure a m ass of thick, sticky webbing at a point of your choice within range. The w ebs fill a 20-foot cube from  that point for the duration. The w ebs are difficult terrain and lightly obscure their area.If the w ebs arent anchored between two solid m asses (such as walls or trees) or layered across a floor, wall, or ceiling, the conjured web collapses on itself, and the spell ends at the start of your next turn. W ebs layered over a flat surface have a depth of 5 feet.Each creature that starts its turn in the w ebs or that enters them during its turn must make a Dexterity saving throw. On a failed save, the creature is restrained as long as it remains in the webs or until it breaks free.A creature restrained by the w ebs can use its action to make a Strength check against your spell save DC. If it succeeds, it is no longer restrained.The w ebs are flammable. Any 5-foot cube of webs exposed to fire burns away in  1  round, dealing 2d4 fire damage to any creature that starts its turn in the fire.
Weird;9;illusion;-; 1  action ;-; 120 feet;V,S;-;concentration; up to one minute;Drawing on the deepest fears of a group of creatures, Drawing on the deepest fears of a group of creatures, you create illusory creatures in their minds, visible only to them. Each creature in a 30-foot-radius sphere centered on a point of your choice within range must make a W isdom  saving throw. On a failed save, a creature becom es frightened for the duration. The illusion calls on the creatures deepest fears, manifesting its worst nightmares as an implacable threat. At the start of each of the frightened creatures turns, it must succeed on a W isdom  saving throw or take 4 d10 psychic damage. On a successful save, the spell ends for that creature.
Wind Walk;6;transmutation;-;1 minute;-;30 feet;V,S,M;(fire and holy water;8 hours;-;You and up to ten willing creatures you can see within range assume a gaseous form for the duration, appearing as w isps o f cloud. W hile in this cloud form, a creature has a flying speed of 300 feet and has resistance to damage from  nonm agical weapons. The only actions a creature can take in this form are the Dash action or to revert to its normal form. Reverting takes  1  minute, during which time a creature is incapacitated and cant move. Until the spell ends, a creature can revert to cloud form, which also requires the  1-minute transformation.If a creature is in cloud form and flying when the effect ends, the creature descends 60 feet per round for 1 minute until it lands, which it does safely. If it cant land after  1  minute, the creature falls the remaining distance.
